FileName, CommitSha
Playbooks/test1.json,e7d94aacc45efd78bbd9052de8e24d4a1b3a02f5
huntingquery/credouath.json,22f4b9ac719155ec910f2889e0c58bf41b7c59c1
AnalyticsRule/test1.json,aaa6a7a7a369e43f8f6fca3734ba112167207c33
